refseqID,description
NZ_CP007531.1,Salmonella enterica subsp. enterica serovar Anatum str. ATCC BAA-1592 chromosome
NC_021191.1,Actinoplanes sp. N902-109
NZ_CP009364.1,Yersinia frederiksenii Y225 chromosome
NZ_CP008885.1,Bifidobacterium longum strain BXY01 chromosome
NZ_CP017501.1,Mannheimia haemolytica strain 33041 chromosome
NC_022247.1,Variovorax paradoxus B4 chromosome 1
NZ_CP038873.1,Pasteurella multocida strain FCf45 chromosome
NZ_CP013095.1,Bordetella pertussis strain J201 chromosome
NZ_CP069495.1,Kytococcus sedentarius strain FDAARGOS_1200 chromosome
NZ_CP007067.1,Rhizobium leguminosarum bv. trifolii CB782 chromosome
NZ_CP051490.1,Klebsiella pneumoniae strain M297-1 chromosome
NZ_CP040234.1,Citrobacter sp. TBCP-5362 chromosome
NZ_CP007445.1,Gilliamella apicola strain wkB1 chromosome
NZ_CP007275.1,Escherichia coli strain O18 chromosome
NZ_CP035271.1,Leuconostoc mesenteroides strain SRCM103453 chromosome
NZ_CP042433.1,Flavisolibacter ginsenosidimutans strain Gsoil 636 chromosome
NZ_CP020773.1,Staphylococcus lutrae strain ATCC 700373 chromosome
NZ_CP003181.2,Granulibacter bethesdensis strain NIH3.1 chromosome
NZ_CP027435.1,Escherichia coli strain 2014C-3599 chromosome
NZ_CP029020.1,Candidatus Sulcia muelleri isolate SMAURBIH chromosome
NZ_CP018197.1,Bacillus safensis strain KCTC 12796BP chromosome
NZ_CP017925.1,Bordetella pertussis strain J203 chromosome
NZ_CP035382.1,Leclercia adecarboxylata strain R25 chromosome
NZ_LT992486.1,Vibrio cholerae strain 4295STDY6534216 chromosome 1
NZ_CP045423.1,Microvirga thermotolerans strain HR1 chromosome
NZ_CP056333.1,Citrobacter freundii strain RHBSTW-00714 chromosome
NZ_CP033782.1,Staphylococcus epidermidis strain FDAARGOS_529 chromosome
NZ_CP038886.1,Piscirickettsia salmonis strain Psal-004 chromosome
NZ_CP040127.1,Pseudomonas aeruginosa strain PA298 chromosome
NZ_LT996889.1,Staphylococcus aureus isolate 24117-REV chromosome I
NZ_CP046778.1,Vibrio parahaemolyticus strain 2014V-1125 chromosome 1
NZ_CP032681.1,Capnocytophaga canimorsus strain RBWH chromosome
NZ_CP015447.2,Staphylococcus aureus strain M92 chromosome
NZ_LR134498.1,Campylobacter jejuni strain NCTC13265 chromosome 1
NZ_CP011010.1,Stenotrophomonas maltophilia strain ISMMS3 isolate Patient 2 chromosome 1
NZ_AP022049.1,Escherichia coli strain WP4-S17-ESBL-08 chromosome
NZ_CP056850.1,Citrobacter freundii strain RHBSTW-00120 chromosome
NZ_CP035429.1,Streptococcus pyogenes strain emmNA chromosome
NZ_CP026031.1,Bacillus circulans strain PK3_109 chromosome
NZ_LT992492.1,Vibrio cholerae strain 4295STDY6534248 chromosome 1
NC_010520.1,Clostridium botulinum A3 str. Loch Maree
NZ_CP056854.1,Klebsiella pneumoniae strain RHBSTW-00113 chromosome
NZ_LR590081.1,Salmonella enterica subsp. enterica serovar Typhi str. Ty2 strain 4316STDY6559669 chromosome 1
NZ_CP037952.1,Parashewanella spongiae strain HJ039 chromosome
NZ_CP061205.1,Kordiimonas pumila strain N18 chromosome
NZ_CP066594.1,Enterococcus faecium strain Dallas 107_1 plasmid p107_1_41kb
NZ_CP012873.1,Weissella cibaria strain CH2 chromosome
NZ_CP009022.1,Xanthomonas citri pv. citri strain FB19 chromosome
NZ_CP033809.1,Streptococcus sp. FDAARGOS_521 chromosome
NZ_CP058578.1,Mycoplasma hyopneumoniae strain ES-2L chromosome
NZ_CP065745.1,Aeromonas allosaccharophila strain FDAARGOS_933 chromosome
NZ_CP062700.1,Escherichia coli O157:H7 strain Z1835 chromosome
NZ_CP054259.1,Lactiplantibacillus plantarum strain TCI507 chromosome
NZ_LT615218.1,Staphylococcus aureus strain AUS0325 chromosome 1
NZ_CP031946.1,Ruegeria sp. AD91A chromosome
NZ_CP009122.1,Sphingopyxis fribergensis strain Kp5.2 chromosome
NZ_CP012362.1,Oblitimonas alkaliphila strain D3318 chromosome
NZ_CP058571.1,Escherichia coli strain EC2 chromosome
NZ_AP014881.1,Acetobacter pasteurianus NBRC 101655 DNA
NZ_CP043109.1,Bordetella parapertussis strain I768 chromosome
NZ_CP016355.1,Lactobacillus paracasei subsp. paracasei strain TMW 1.1434 chromosome
NC_017289.1,Chlamydia psittaci 01DC11
NZ_CP054014.1,Mycobacterium tuberculosis strain FDAARGOS_756 chromosome
NZ_CP065802.1,Lactiplantibacillus plantarum strain PC518 chromosome
NZ_CP029426.1,Bradyrhizobium amphicarpaeae strain 39S1MB chromosome
NZ_CP027183.1,Acinetobacter baumannii strain AR_0052 chromosome
NZ_CP013923.1,Achromobacter denitrificans strain USDA-ARS-USMARC-56712 chromosome
NZ_CP011255.1,Bordetella pertussis strain I344 chromosome
NZ_CP051396.1,Salmonella enterica subsp. enterica serovar Uganda strain CVM 22437 chromosome
NZ_CP074592.1,Salmonella bongori serovar 40:z35:- strain CFSAN001045 chromosome
NZ_CP028359.1,Candidatus Sulcia muelleri strain OLIH chromosome
NZ_LS483512.1,Mycoplasma mycoides subsp. capri strain GM12 isolate synthetic chromosome omosome
NZ_CP024683.1,Citrobacter freundii strain UMH13 chromosome
NZ_CP029900.1,Salmonella enterica subsp. enterica serovar Typhi strain 343076_232188 chromosome
NZ_CP071600.1,Bordetella pertussis strain CIDM-BP3 chromosome
NZ_CP050108.1,Rhizobium leguminosarum bv. trifolii strain 3B chromosome
NZ_CP025442.1,Listeria monocytogenes strain MF4562 chromosome
NZ_CP014164.1,Aerococcus viridans strain CCUG4311 chromosome
NZ_CP008883.1,Flavobacterium psychrophilum strain phage resistant V4-33 chromosome
NZ_CP015296.1,Chlamydia trachomatis strain E-160 chromosome
NZ_CP009741.1,Burkholderia mallei strain Turkey9 chromosome 1
NZ_CP041800.1,Mycobacterium tuberculosis strain SEA12334P6C4 chromosome
NZ_CP076126.1,Listeria monocytogenes strain LM20 chromosome
NZ_AP022452.1,Enterobacter kobei strain STW0522-62 chromosome
NZ_CP053853.1,Propionibacterium freudenreichii strain FAM 14217 chromosome
NZ_CP050242.1,Erwinia amylovora strain FB-307 chromosome
NZ_CP041996.1,Escherichia coli strain AR Bank #0349 chromosome
NZ_CP039633.1,Corynebacterium pseudotuberculosis strain OVI1FL chromosome
NZ_CP046388.1,Borrelia miyamotoi strain CZ-F190E chromosome
NZ_CP016162.1,Pseudomonas alcaliphila JAB1 chromosome
NZ_CP064055.1,Morganella morganii subsp. morganii strain GN28 chromosome
NZ_CP016392.1,Aeromonas hydrophila strain GYK1 chromosome
NC_002939.5,Geobacter sulfurreducens PCA
NZ_CP034173.1,Chryseobacterium taklimakanense strain F9257 chromosome
NZ_CP065145.1,Proteus mirabilis strain PmBJ023 chromosome
NZ_AP018942.1,Mycoplasma californicum strain HAZ106_1lincomycin chromosome
NZ_CP014030.2,Citrobacter sp. FDAARGOS_156 strain FDAARGOS_155 chromosome
NZ_CP019383.1,Salmonella enterica subsp. enterica serovar Typhimurium strain FORC50 chromosome
NZ_CP021704.1,Lactobacillus johnsonii strain UMNLJ22 chromosome
NZ_AP017374.1,Helicobacter cinaedi strain MRY08-1234 chromosome
NZ_CP050116.1,Deinococcus radiodurans strain BNK-50 chromosome 1
NZ_CP020569.1,Streptomyces gilvosporeus strain F607 chromosome
NZ_CP041967.1,Xanthomonas citri pv. glycines strain K2 chromosome
NZ_CP014700.1,Bacillus amyloliquefaciens strain S499 chromosome
NZ_CP038216.1,Burkholderia pseudomallei strain Yap7 chromosome 1
NZ_CP069383.1,Candidatus Nardonella dryophthoridicola strain NardRF chromosome
NC_016805.3,Leuconostoc mesenteroides subsp. mesenteroides J18
NZ_CP021653.1,Ralstonia solanacearum strain RS 488 plasmid unnamed
NZ_CP058992.1,Pasteurella multocida strain X0120 chromosome
Drosophila,melanogaster isolate wMelpop chromosome
NZ_LR590081.1,Salmonella enterica subsp. enterica serovar Typhi str. Ty2 strain 4316STDY6559669 chromosome 1
NZ_CP016226.1,Mannheimia varigena strain 177 chromosome
NZ_CP014596.1,Yangia sp. CCB-MM3 chromosome 2
NC_022349.1,Vibrio alginolyticus NBRC 15630 = ATCC 17749 chromosome 1
NC_017042.1,Rickettsia rhipicephali str. 3-7-female6-CWPP
NZ_CP013672.1,Streptococcus pyogenes strain AP53 chromosome
NZ_CP031685.1,Haemophilus influenzae strain P650-8603 chromosome
NZ_CP026592.1,Clostridioides difficile strain CD-10-00484 chromosome
NZ_CP060719.1,Thermomonas carbonis strain KCTC 42013 chromosome
NZ_CP027006.1,Akkermansia muciniphila strain EB-AMDK-30 chromosome
NZ_CP029003.1,Actinobacillus pleuropneumoniae serovar 1 str. 4074 chromosome
NC_020300.1,Bartonella australis Aust/NH1
NZ_CP045135.1,Acinetobacter indicus strain XG01 chromosome
NZ_CP011346.1,Bacillus velezensis strain JJ-D34 chromosome
NZ_CP063354.1,Serratia marcescens strain SCQ1 chromosome
NZ_CP048409.1,Draconibacterium halophilum strain M1 chromosome
NZ_CP034568.1,Vibrio parahaemolyticus strain D3112 plasmid p2
NZ_CP045144.1,Ancylobacter sp. TS-1 chromosome
NZ_CP030063.1,[Brevibacterium] frigoritolerans strain ZB201705 chromosome
NZ_CP069907.1,Klebsiella pneumoniae strain FDAARGOS_1313 chromosome
NZ_CP013338.1,Raoultella ornithinolytica strain Yangling I2 chromosome
NZ_CP037943.1,Escherichia coli strain CFSAN027343 chromosome
NZ_CP046045.1,Acinetobacter towneri strain 19110F47 chromosome
NZ_CP017421.1,Arthrobacter sp. ZXY-2 chromosome
NZ_CP009929.1,Burkholderia mallei strain FMH chromosome 1
NZ_CP045298.1,Paenibacillus brasilensis strain KACC 13842 chromosome
NZ_CP063759.1,Klebsiella pneumoniae strain FRPDR chromosome
NZ_CP065956.1,Methylacidiphilum sp. IT5 chromosome
NZ_CP015938.1,Legionella pneumophila strain C7_O chromosome
NZ_CP070501.1,Agrococcus sp. Marseille-Q4369 chromosome
NZ_CP009923.1,Chlamydia trachomatis strain L2b/CS19/08 chromosome
NZ_CP068157.1,Corynebacterium striatum strain FDAARGOS_1116 chromosome
NZ_CP071869.1,Polaribacter sp. SM13 chromosome
NZ_CP035188.1,Bacillus licheniformis strain SRCM103914 chromosome
NZ_CP063003.1,Klebsiella pneumoniae strain CriePir154 chromosome
NZ_CP046751.1,Photobacterium damselae strain 9046-81 chromosome 2
NZ_CP063708.1,Salmonella enterica subsp. enterica serovar Enteritidis strain A1636 chromosome
NZ_CP049703.1,Parageobacillus toebii NBRC 107807 strain DSM 14590 chromosome
NZ_LT962939.1,Brucella melitensis isolate 1 chromosome 2
NZ_CP010827.1,Corynebacterium singulare strain IBS B52218 chromosome
NZ_CP039250.1,Sphingopyxis sp. PAMC25046 chromosome
NZ_CP017593.1,Mycobacterium tuberculosis strain Beijing-like/35049 chromosome
NC_014214.1,Meiothermus silvanus DSM 9946 plasmid pMESIL02
NC_010473.1,Escherichia coli str. K-12 substr. DH10B
NZ_LR134474.1,Kurthia zopfii strain NCTC404 chromosome 1
NZ_CP017618.1,Salmonella enterica subsp. enterica serovar Typhimurium strain 22495 plasmid unnamed1
NZ_LT906440.1,Neisseria gonorrhoeae strain NCTC13798 chromosome 1
NC_010002.1,Delftia acidovorans SPH-1
NZ_CP064049.1,Enterococcus faecium strain VRE3370 chromosome
NZ_CP055233.1,Bradyrhizobium diazoefficiens strain 113-2 chromosome
NZ_CP009550.1,Burkholderia pseudomallei PB08298010 chromosome II
NC_013940.1,Deferribacter desulfuricans SSM1 megaplasmid pDF308
NZ_CP056245.1,Citrobacter freundii strain RHBSTW-00915 chromosome
NZ_CP010595.1,Phaeobacter inhibens strain P10 chromosome
NZ_CP038849.1,Salmonella enterica subsp. enterica serovar 1
NZ_LS483457.1,Salmonella enterica subsp. enterica serovar Sundsvall strain NCTC9787 chromosome 1
NZ_CP019306.1,Fusobacterium necrophorum subsp. funduliforme strain F1260 chromosome
NC_007294.1,Mycoplasma synoviae 53
NZ_CP046749.1,Vibrio cholerae strain 2015V-1118 chromosome 1
NC_009667.1,Ochrobactrum anthropi ATCC 49188 chromosome 1
NZ_CP022946.1,Francisella orientalis strain FNO135 chromosome
NZ_CP019982.1,Pediococcus inopinatus strain DSM 20285 plasmid pLDW-12
NZ_CP018028.1,Alteromonas mediterranea strain CP49 plasmid MCP49-600
NZ_CP043383.1,Enterobacter hormaechei subsp. xiangfangensis strain WCHEX045001 plasmid pNDM1_045001
NZ_CP046311.1,Lactobacillus crispatus strain FDAARGOS_743 chromosome
NZ_CP009415.1,Candidatus Izimaplasma sp. HR1 chromosome
NZ_CP023970.1,Staphylococcus lugdunensis strain FDAARGOS_381 chromosome
NZ_LR134264.1,Staphylococcus simulans strain NCTC7944 chromosome 1
NZ_CP024073.1,Helicobacter pylori strain 7.13_R1c chromosome
NZ_CP009771.1,Klebsiella pneumoniae subsp. pneumoniae strain KPNIH33 chromosome
NC_017171.2,Acinetobacter baumannii MDR-ZJ06
NZ_CP031972.1,Acinetobacter haemolyticus strain AN59 chromosome
NZ_LS483508.1,Mycoplasma mycoides subsp. capri strain GM12 isolate synthetic chromosome omosome
NZ_CP034563.1,Flammeovirga pectinis strain L12M1 chromosome 2
NC_008600.1,Bacillus thuringiensis str. Al Hakam
NZ_CP047405.1,Escherichia coli strain MS6193 chromosome
NZ_CP020562.1,Halomonas sp. GT chromosome
NZ_LT827010.1,Actinoplanes sp. SE50/110 isolate ACP50 chromosome I
NZ_CP058566.2,Dehalogenimonas sp. GP chromosome
NZ_CP009239.1,Cellulophaga lytica strain HI1 chromosome
NZ_LR134201.1,Cedecea lapagei strain NCTC11466 chromosome 1
NZ_CP008742.1,Pseudomonas savastanoi pv. savastanoi NCPPB 3335 chromosome
NZ_CP050124.1,Rhodococcus erythropolis strain KB1 chromosome
NZ_CP039908.1,Agrobacterium tumefaciens strain CFBP6624 chromosome linear
NZ_CP019624.1,Listeria monocytogenes strain 10-092876-1016 LM11 chromosome
NZ_CP022794.1,Ralstonia solanacearum strain SL2330 chromosome
NZ_CP018867.1,Lactobacillus alimentarius DSM 20249 chromosome
NZ_CP021644.1,Glaesserella parasuis 29755 chromosome
NZ_CP051468.1,Cereibacter sphaeroides strain CH10 chromosome 1
NZ_CP019323.1,Lactobacillus allii strain WiKim39 chromosome
NZ_CP032626.1,Apilactobacillus bombintestini strain BHWM-4 chromosome
NZ_CP017149.1,Pseudomonas aeruginosa strain ATCC 15692 chromosome
NC_014924.1,Pseudoxanthomonas suwonensis 11-1
NZ_CP047146.1,Streptomyces sp. GS7 chromosome
NZ_CP042219.1,Pandoraea pnomenusa strain TF-18 chromosome
NZ_LR890710.1,Klebsiella pneumoniae isolate KSB2_9B chromosome 1
NZ_CP026692.1,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont' strain 5183 chromosome
NC_007644.1,Moorella thermoacetica ATCC 39073
NZ_LR595896.1,Burkholderia pseudomallei isolate UKMD286 chromosome 1
NZ_CP062945.1,Bifidobacterium longum subsp. longum strain JCM 11340 chromosome
NZ_CP050762.1,Salmonella enterica subsp. enterica serovar Indiana strain SI115 chromosome
NZ_CP041772.1,Pseudomonas aeruginosa strain 243931 chromosome
NZ_CP012013.1,Staphylococcus aureus subsp. aureus strain Be62 chromosome
NZ_CP022022.1,Capnocytophaga endodontalis strain ChDC OS43 chromosome
NZ_LR134336.1,Streptococcus oralis ATCC 35037 strain NCTC 11427 chromosome 1
NZ_CP031094.1,Hydrocarboniclastica marina strain soil36-7 plasmid psoil36-7
NZ_CP025829.1,Akkermansia muciniphila strain EB-AMDK-14 chromosome
NZ_CP030007.1,Enterobacter hormaechei subsp. xiangfangensis strain Pb204 chromosome
NZ_CP007229.1,Mycoplasma dispar strain ATCC 27140 chromosome
NZ_CP030241.1,Moraxella bovis strain Epp63 (300) chromosome
NZ_LT906460.1,Staphylococcus simiae strain NCTC13838 chromosome 1
NZ_CP069450.1,Butyricimonas virosa strain FDAARGOS_1229 chromosome
NZ_CP014955.1,Mycobacteroides abscessus strain FLAC013 chromosome
NZ_CP010359.1,Pseudomonas plecoglossicida strain NyZ12 chromosome
NZ_CP065745.1,Aeromonas allosaccharophila strain FDAARGOS_933 chromosome
NZ_CP023698.1,Streptomyces viridifaciens strain ATCC 11989 chromosome
NZ_CP056395.1,Citrobacter freundii strain RHBSTW-00589 chromosome
NZ_LS991953.1,Mycoplasma synoviae strain NCTC10124 chromosome 1
NZ_CP030140.1,Mycoplasma anseris strain ATCC 49234 chromosome
NZ_CP008710.1,Burkholderia mallei strain 6 chromosome 2
NC_014652.1,Caldicellulosiruptor hydrothermalis 108
NZ_CP034115.1,Staphylococcus epidermidis strain CDC121 chromosome
NZ_CP044492.1,Streptococcus mutans strain T8 chromosome
NZ_CP027642.1,Brucella canis strain Brucella.canis isolate Jia bo
NC_008576.1,Magnetococcus marinus MC-1
NZ_CP049204.1,Escherichia coli strain PapM-32-1 chromosome
NZ_CP035688.1,Vibrio metoecus strain 08-2459 chromosome 1
NZ_CP017508.1,Mannheimia haemolytica strain 28240 chromosome
NZ_CP039031.1,Acinetobacter indicus strain yy_1 chromosome
NZ_CP038972.1,Piscirickettsia salmonis strain Psal-069 chromosome
NZ_CP059832.1,Pseudoalteromonas sp. MT33b chromosome 2
NC_018712.1,Streptococcus dysgalactiae subsp. equisimilis RE378
NZ_CP013980.1,Staphylococcus equorum strain KM1031 chromosome
NZ_CP055233.1,Bradyrhizobium diazoefficiens strain 113-2 chromosome
NC_007925.1,Rhodopseudomonas palustris BisB18
NZ_CP034120.1,Glaciecola amylolytica strain THG-3.7 chromosome
NZ_CP051190.1,Xanthomonas sp. SS chromosome
NZ_CP047777.1,Staphylococcus aureus strain UP_1632 chromosome
NZ_CP024647.1,Bacillus sp. Lzh-5 chromosome
NC_013850.1,Klebsiella variicola At-22
NZ_CP020921.1,Thermodesulfobium acidiphilum strain 3127-1 chromosome
NZ_CP017747.1,Bacillus velezensis strain SYBC H47 chromosome
NZ_CP016937.1,Yersinia enterocolitica strain YE6 chromosome
NZ_CP018221.1,Tardibacter chloracetimidivorans strain JJ-A5 chromosome
NZ_CP008860.2,Pseudomonas aeruginosa strain H27930 chromosome
NC_009997.1,Shewanella baltica OS195
NZ_CP031518.1,Treponema ruminis strain RU1 chromosome
NC_014392.1,Caldicellulosiruptor obsidiansis OB47
NZ_CP048905.1,Neisseria gonorrhoeae strain SRRSH205 chromosome
NZ_CP024074.1,Helicobacter pylori strain 7.13_R2a chromosome
NZ_CP028190.1,Staphylococcus aureus strain CFSAN018749 chromosome
NZ_CP026786.1,Shigella dysenteriae strain NCTC 9718 chromosome
NZ_AP013072.1,Streptococcus anginosus subsp. whileyi MAS624 chromosome
NZ_CP009899.1,Burkholderia pseudomallei Pasteur 52237 chromosome 1
NZ_CP021130.1,Meiothermus taiwanensis WR-220 chromosome
NZ_HG938354.1,Neorhizobium galegae bv. orientalis str. HAMBI 540 plasmid pHAMBI540a
NZ_CP019408.1,Salmonella enterica subsp. enterica serovar Crossness str. 1422-74 chromosome
NZ_CP032925.1,Agrobacterium tumefaciens strain 1D1108 plasmid pTi1D1108
NZ_CP026730.1,Streptomyces sp. CB09001 chromosome
NZ_CP065460.1,Klebsiella pneumoniae strain Gordon chromosome
NZ_CP038445.1,Aeromonas media strain R25-3 chromosome
NZ_CP041965.1,Xanthomonas arboricola strain SL2098 chromosome
NZ_CP040630.1,Bacteroides sp. PHL 2737 chromosome
NZ_LR824569.1,Chryseobacterium sp. JV274 strain F3_Prior isolate F3 chromosome I
NZ_LR134237.1,Escherichia coli strain NCTC9022 chromosome 1
NZ_CP037960.1,Salmonella enterica subsp. enterica serovar Goldcoast strain R18.0877 chromosome
NZ_CP053048.1,Salmonella enterica subsp. enterica serovar Derby strain CVM 30155 chromosome
NZ_CP017504.1,Mannheimia haemolytica strain 32635 chromosome
NC_008229.1,Helicobacter acinonychis str. Sheeba
NC_014973.1,Geobacter sp. M18
NZ_CP073656.1,Bacillus velezensis strain Y816 chromosome
NZ_CP042931.1,Acinetobacter baumannii strain ABCR01 chromosome
NZ_CP014471.1,Bacillus subtilis subsp. natto strain CGMCC 2108 chromosome
NZ_CP017519.1,Mannheimia haemolytica strain 22549 chromosome
NZ_CP026622.1,Bordetella pertussis strain J528 chromosome
NZ_CP065723.1,Pediococcus pentosaceus strain FDAARGOS_873 chromosome
NZ_CP012505.1,Francisella persica ATCC VR-331 strain FSC845 chromosome
NZ_CP020474.1,Roseovarius mucosus strain SMR3 chromosome
NZ_CP064049.1,Enterococcus faecium strain VRE3370 chromosome
NZ_CP022354.1,Streptococcus pyogenes strain GUR chromosome
NZ_CP028542.2,Klebsiella pneumoniae strain WCHKP2 chromosome
NZ_CP047045.1,Terricaulis silvestris strain 0127_4 chromosome
NZ_CP018875.1,Bacillus megaterium strain JX285 plasmid unnamed2
NZ_CP007425.1,Salmonella enterica subsp. enterica serovar Enteritidis str. SA20082034 chromosome
NZ_CP066492.1,Staphylococcus aureus strain nan_175_F371_ch chromosome
NZ_CP059196.1,Blattabacterium cuenoti strain METHAsp chromosome
NC_009497.1,Mycoplasma agalactiae PG2
NZ_AP022177.1,Escherichia coli strain WP7-S17-ESBL-04 chromosome
NZ_CP063942.1,Klebsiella quasipneumoniae strain BS418 chromosome
NZ_CP041659.1,Sphingomonas sp. AE3 chromosome
NZ_CP011746.1,Bordetella pertussis strain I959 chromosome
NZ_CP024139.1,Escherichia coli strain 14EC020 plasmid p14EC020a
NZ_CP032669.1,Listeria monocytogenes strain 52869 chromosome
NZ_CP045567.1,Lacticaseibacillus paracasei strain TK-P4A chromosome
NZ_CP021960.1,Klebsiella pneumoniae strain AR_0139 chromosome
NZ_CP063910.1,Klebsiella variicola strain BS325-2 chromosome
NZ_CP011280.1,Sneathia vaginalis strain SN35 chromosome
NZ_HG938370.1,Burkholderia cenocepacia H111 chromosome 1
NZ_CP064784.1,Klebsiella sp. BDA134-6 chromosome
NZ_CP018900.1,Campylobacter coli strain YH502 chromosome
NZ_CP029862.1,Salmonella enterica subsp. enterica serovar Typhi strain 343077_214162 chromosome
NZ_CP007016.1,Streptococcus mutans UA159-FR chromosome
NZ_CP008957.1,Escherichia coli O157:H7 str. EDL933 chromosome
NC_020819.1,Lactobacillus brevis KB290
NZ_CP016784.1,Bacillus pumilus strain PDSLzg-1 chromosome
